eval_id,model,domain,question,ground_truth,response,latency,input_tokens,output_tokens,judge_evaluation,judge_score
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Cuál es el símbolo químico del agua?,H2O,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.04614901542663574,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Cuántos planetas hay en el sistema solar?,8 planetas,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.052753448486328125,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Qué gas respiramos?,Oxígeno,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.05080151557922363,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Cuál es el planeta más grande?,Júpiter,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.04968667030334473,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿A qué velocidad viaja la luz?,"300,000 kilómetros por segundo",Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.040749549865722656,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Qué es la fotosíntesis?,Proceso donde las plantas producen alimento usando luz solar,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.06102132797241211,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Cuántos huesos tiene el cuerpo humano adulto?,206 huesos,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.047019004821777344,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Qué es el ADN?,"Ácido desoxirribonucleico, material genético",Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.04562997817993164,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Cuál es la temperatura de ebullición del agua?,100 grados Celsius,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.046964168548583984,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,science,¿Qué fuerza mantiene los planetas en órbita?,La gravedad,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.04192924499511719,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿En qué año llegó Colón a América?,1492,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.046595096588134766,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿Quién fue el primer presidente de Estados Unidos?,George Washington,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.04925680160522461,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿En qué año cayó el Muro de Berlín?,1989,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.05473637580871582,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿Quién pintó la Mona Lisa?,Leonardo da Vinci,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.05014634132385254,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿En qué año terminó la Segunda Guerra Mundial?,1945,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.04209303855895996,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿Quién fue Napoleón Bonaparte?,Emperador francés y líder militar,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.05544424057006836,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿En qué siglo ocurrió la Revolución Francesa?,Siglo XVIII (1789),Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.0498814582824707,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿Qué fue la Guerra Fría?,Conflicto político e ideológico entre USA y URSS,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.045226097106933594,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿Quién descubrió la penicilina?,Alexander Fleming,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.07067632675170898,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,history,¿En qué año se fundó la ONU?,1945,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.05674552917480469,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
20260209_215538,us.anthropic.claude-3-5-haiku-20241022-v1:0,geography,¿Cuál es la capital de Francia?,París,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-haiku-20241022-v1:0 because no identity-based policy allows the bedrock:InvokeModel action,0.04822182655334473,0,0,Error: An error occurred (AccessDeniedException) when calling the InvokeModel operation: User: arn:aws:sts::867344470723:assumed-role/avahi-CloudRole/i-0907b692b71b2a584 is not authorized to perform: bedrock:InvokeModel on resource: arn:aws:bedrock:us-east-1:867344470723:inference-profile/us.anthropic.claude-3-5-sonnet-20241022-v2:0 because no identity-based policy allows the bedrock:InvokeModel action,0
